What is your opinion on Firefly,Do you think she is a good character,What is the nature of her relationship with the Traiblazer before they joined the Astral Express,What is the nature of her relationship with the Traiblazer now,How do you view her current relationship with the Trailblazer,What would you think if their relationship ended up explicitly  romantic,What would you think if their relationship ended up explicitly friendly,What would you think if their relationship ended up explicitly professional,What would you think if their relationship ended up explicitly strangers,What would you think if their relationship ended up explicitly enemies,Do you think that the Trailblazer is more of a Self-Insert Character,Do you feel that romantic relationships become the main focus in a story at the expense of other plot points,What do you think of Firefly's visual,What do you think of Firefly's personality,What do you think of Firefly's backstory lore and current place in the story,How Similar do you think Firefly is to the Trailblazer,How compatible do you think Firefly and Traiblazer are,Was it a disappointment to learn about her true identity as Sam
She is one of my favorite character,She is a good character,Friends,Friends,less positive,positive,neutral,negative,negative,negative,even less poitive,negative,neutral,less positive,less positive,neutral,positive,negative
She is one of my favorite character,She is a good character,Friends,Friends,less positive,positive,positive,neutral,negative,negative,even less negative,neutral,positive,positive,less positive,neutral,less positive,less positive
She is one of my favorite character,She is a good character,Coworker,Friends,less positive,neutral,less positive,neutral,neutral,neutral,less positive,negative,positive,less positive,less positive,neutral,neutral,positive
She is one of my favorite character,She is a great character,Friends,Friends,less positive,positive,positive,less positive,less negative,negative,neutral,negative,less positive,less positive,less positive,less positive,less positive,positive
She is one of my favorite character,She is a good character,Friends,Friends,less positive,less positive,less positive,neutral,negative,less negative,even less poitive,neutral,positive,positive,less positive,neutral,less positive,positive
She is one of my favorite character,She is a great character,Coworker,Friends,less positive,neutral,less positive,neutral,less negative,negative,negative,less positive,positive,less positive,positive,neutral,positive,less positive
She is one of my favorite character,She is a great character,Friends,Lovers,less positive,positive,positive,neutral,negative,negative,even less poitive,less negative,less positive,less positive,positive,neutral,less positive,positive
She is one of my favorite character,Her writing is not over,Coworker,Friends,less positive,less positive,less positive,less negative,negative,less positive,neutral,neutral,less positive,positive,positive,neutral,less positive,positive
She is one of my favorite character,She is a good character,Friends,Friends,less positive,positive,positive,positive,less negative,neutral,less positive,less negative,less positive,less positive,less positive,less negative,neutral,positive
She is one of my favorite character,She is a good character,Friends,Friends,less positive,positive,less positive,less negative,negative,negative,even less negative,neutral,less positive,less positive,less positive,neutral,positive,positive
She is one of my favorite character,She is a good character,Friends,Friends,less positive,neutral,positive,neutral,less negative,neutral,neutral,less negative,less positive,less positive,less positive,neutral,neutral,neutral
She is one of my favorite character,She is a great character,Friends,Friends,less positive,less positive,less positive,less positive,negative,negative,even less negative,negative,positive,positive,less positive,less positive,positive,positive
She is one of my favorite character,Her writing is not over,Friends,Friends,less positive,positive,neutral,neutral,negative,negative,less negative,less negative,neutral,less positive,less positive,neutral,positive,positive
She is one of my favorite character,She is a great character,Friends,Friends,less positive,positive,less negative,negative,negative,negative,less negative,neutral,positive,positive,positive,neutral,less positive,positive
She is one of my favorite character,Her writing is not over,Coworker,Friends,less positive,positive,positive,positive,neutral,neutral,neutral,neutral,less positive,positive,less positive,less negative,neutral,less positive
She is one of my favorite character,She is a good character,Friends,Friends,less positive,positive,neutral,less negative,negative,neutral,negative,neutral,less positive,less positive,less positive,neutral,less positive,positive
She is one of my favorite character,Her writing is not over,Coworker,Friends,less positive,neutral,positive,negative,negative,negative,even less negative,less positive,positive,positive,positive,less positive,positive,positive
